1,386,281
1,479,251
1,220,167
1,862,990
1,126,-256
0,-386,-281
0,-479,-251
0,-220,-167
0,-862,-990
0,-126,256
1,2073,1433
0,-2073,-1433
1,329,352
1,-53,-759
1,289,-23
1,723,-511
1,210,-104
0,-329,-352
0,53,759
0,-289,23
0,-723,511
0,-210,104
1,1498,-1045
0,-1498,1045
1,2517,885
1,105,155
1,1671,417
1,-172,1163
1,-228,-523
0,-2517,-885
0,-105,-155
0,-1671,-417
0,172,-1163
0,228,523
1,3893,2097
0,-3893,-2097
1,-771,-954
1,-163,26
1,-48,97
1,-797,626
1,-766,-377
0,771,954
0,163,-26
0,48,-97
0,797,-626
0,766,377
1,-2545,-582
0,2545,582
1,724,-115
1,680,1578
1,335,-78
1,-28,0
1,-186,-81
0,-724,115
0,-680,-1578
0,-335,78
0,28,0
0,186,81
1,1525,1304
0,-1525,-1304
1,95,372
1,98,-510
1,-216,-145
1,1303,568
1,1032,-93
0,-95,-372
0,-98,510
0,216,145
0,-1303,-568
0,-1032,93
1,2312,192
0,-2312,-192
1,-1315,-1248
1,-164,-23
1,-383,-704
1,497,-239
1,412,-61
0,1315,1248
0,164,23
0,383,704
0,-497,239
0,-412,61
1,-953,-2275
0,953,2275
0,-608,-49
0,-471,-226
0,154,-604
0,-500,-98
0,-101,-8
1,608,49
1,471,226
1,-154,604
1,500,98
1,101,8
0,-1526,-985
1,1526,985
0,326,-257
0,-37,-116
0,-978,-784
0,28,-485
0,-315,216
1,-326,257
1,37,116
1,978,784
1,-28,485
1,315,-216
0,-976,-1426
1,976,1426
1,-549,-264
1,-1105,-628
1,-275,-379
1,698,-82
1,82,474
0,549,264
0,1105,628
0,275,379
0,-698,82
0,-82,-474
1,-1149,-879
0,1149,879
0,-342,-94
0,-148,17
0,-57,182
0,-175,-730
0,322,-247
1,342,94
1,148,-17
1,57,-182
1,175,730
1,-322,247
0,-400,-872
1,400,872
1,1074,709
1,637,135
1,406,-287
1,1077,1020
1,283,664
0,-1074,-709
0,-637,-135
0,-406,287
0,-1077,-1020
0,-283,-664
1,3477,2241
0,-3477,-2241
1,354,743
1,-60,286
1,-844,-557
1,31,356
1,211,-418
0,-354,-743
0,60,-286
0,844,557
0,-31,-356
0,-211,418
1,-308,410
0,308,-410
0,327,-983
0,1321,1881
0,-386,-248
0,-540,-265
0,-421,-247
1,-327,983
1,-1321,-1881
1,386,248
1,540,265
1,421,247
0,301,138
1,-301,-138
0,429,-418
0,-110,494
0,447,977
0,1018,427
0,43,-124
1,-429,418
1,110,-494
1,-447,-977
1,-1018,-427
1,-43,124
0,1827,1356
1,-1827,-1356
0,36,-123
0,341,639
0,-227,-409
0,55,284
0,48,-319
1,-36,123
1,-341,-639
1,227,409
1,-55,-284
1,-48,319
0,253,72
1,-253,-72
1,1058,239
1,375,44
1,285,510
1,-440,424
1,-471,-214
0,-1058,-239
0,-375,-44
0,-285,-510
0,440,-424
0,471,214
1,807,1003
0,-807,-1003
1,-462,-138
1,949,894
1,825,581
1,-792,416
1,-109,129
0,462,138
0,-949,-894
0,-825,-581
0,792,-416
0,109,-129
1,411,1882
0,-411,-1882
0,445,-791
0,-265,-1222
0,146,504
0,1114,82
0,951,909
1,-445,791
1,265,1222
1,-146,-504
1,-1114,-82
1,-951,-909
0,2391,-518
1,-2391,518
1,2132,3108
1,-932,-416
1,31,-84
1,3374,228
1,1277,1023
0,-2132,-3108
0,932,416
0,-31,84
0,-3374,-228
0,-1277,-1023
1,5882,3859
0,-5882,-3859
1,907,296
1,22,-171
1,474,-78
1,735,65
1,166,310
0,-907,-296
0,-22,171
0,-474,78
0,-735,-65
0,-166,-310
1,2304,422
0,-2304,-422
0,-120,457
0,-833,-268
0,535,-381
0,426,-1154
0,714,560
1,120,-457
1,833,268
1,-535,381
1,-426,1154
1,-714,-560
0,722,-786
1,-722,786
1,512,1842
1,-601,-227
1,394,-186
1,146,448
1,-497,-768
0,-512,-1842
0,601,227
0,-394,186
0,-146,-448
0,497,768
1,-46,1109
0,46,-1109
0,-524,-1055
0,347,-91
0,-1081,-2066
0,-75,-35
0,-249,94
1,524,1055
1,-347,91
1,1081,2066
1,75,35
1,249,-94
0,-1582,-3153
1,1582,3153
1,1443,159
1,40,-503
1,-1132,-1319
1,1002,982
1,105,63
0,-1443,-159
0,-40,503
0,1132,1319
0,-1002,-982
0,-105,-63
1,1458,-618
0,-1458,618
0,-876,-191
0,-167,-810
0,817,649
0,963,-798
0,230,-14
1,876,191
1,167,810
1,-817,-649
1,-963,798
1,-230,14
0,967,-1164
1,-967,1164
1,376,81
1,889,310
1,1520,1444
1,-252,-270
1,970,161
0,-376,-81
0,-889,-310
0,-1520,-1444
0,252,270
0,-970,-161
1,3503,1726
0,-3503,-1726
1,-13,-489
1,536,291
1,85,219
1,1224,521
1,260,251
0,13,489
0,-536,-291
0,-85,-219
0,-1224,-521
0,-260,-251
1,2092,793
0,-2092,-793
1,266,-224
1,960,1628
1,211,-535
1,-1725,-802
1,-435,-404
0,-266,224
0,-960,-1628
0,-211,535
0,1725,802
0,435,404
1,-723,-337
0,723,337
1,-667,-346
1,1835,1876
1,1357,1372
1,991,-223
1,761,-200
0,667,346
0,-1835,-1876
0,-1357,-1372
0,-991,223
0,-761,200
1,4277,2479
0,-4277,-2479
0,-140,588
0,-508,-396
0,-357,-561
0,-367,-827
0,270,188
1,140,-588
1,508,396
1,357,561
1,367,827
1,-270,-188
0,-1102,-1008
1,1102,1008
1,1094,-1
1,-417,581
1,-47,-320
1,-319,-288
1,104,-97
0,-1094,1
0,417,-581
0,47,320
0,319,288
0,-104,97
1,415,-125
0,-415,125
0,97,33
0,570,-204
0,124,10
0,1652,938
0,422,177
1,-97,-33
1,-570,204
1,-124,-10
1,-1652,-938
1,-422,-177
0,2865,954
1,-2865,-954
0,245,100
0,281,-183
0,-231,-508
0,-250,-694
0,89,15
1,-245,-100
1,-281,183
1,231,508
1,250,694
1,-89,-15
0,134,-1270
1,-134,1270
1,-177,-777
1,1401,922
1,161,353
1,655,825
1,1123,1136
0,177,777
0,-1401,-922
0,-161,-353
0,-1123,-1136
0,-655,-825
1,3163,2459
0,-3163,-2459
0,-1008,-518
0,-2324,-1691
0,-648,-374
0,-429,729
0,-410,34
1,1008,518
1,2324,1691
1,648,374
1,429,-729
1,410,-34
0,-4819,-1820
1,4819,1820
1,138,-5
1,74,-715
1,952,96
1,1063,646
1,854,864
0,-138,5
0,-74,715
0,-952,-96
0,-1063,-646
0,-854,-864
1,3081,886
0,-3081,-886
0,1454,-63
0,166,279
0,-729,132
0,-881,-227
0,-269,-548
1,-1454,63
1,-166,-279
1,729,-132
1,881,227
1,269,548
0,-259,-427
1,259,427
0,-187,-528
0,484,-5
0,1011,1783
0,1951,906
0,9,-644
1,187,528
1,-484,5
1,-1011,-1783
1,-1951,-906
1,-9,644
0,3268,1512
1,-3268,-1512
1,-302,-301
1,-122,-482
1,650,1048
1,-262,-537
1,-40,1081
0,302,301
0,122,482
0,-650,-1048
0,262,537
0,40,-1081
1,-76,809
0,76,-809
1,-786,-269
1,-779,543
1,344,-468
1,320,109
1,-45,482
0,786,269
0,779,-543
0,-344,468
0,-320,-109
0,45,-482
1,-946,397
0,946,-397
1,505,1216
1,885,560
1,-33,270
1,-248,-537
1,5,233
0,-505,-1216
0,-885,-560
0,33,-270
0,248,537
0,-5,-233
1,1114,1742
0,-1114,-1742
1,539,-682
1,164,977
1,-544,-1269
1,279,521
1,207,1111
0,-539,682
0,-164,-977
0,544,1269
0,-279,-521
0,-207,-1111
1,645,658
0,-645,-658
0,-185,-505
0,371,780
0,-126,294
0,-58,250
0,692,233
1,185,505
1,-371,-780
1,126,-294
1,58,-250
1,-692,-233
0,694,1052
1,-694,-1052
0,420,-616
0,36,449
0,-32,-258
0,58,314
0,-536,-201
1,-420,616
1,-36,-449
1,32,258
1,-58,-314
1,536,201
0,-54,-312
1,54,312
0,-886,-727
0,-688,-556
0,-1030,-539
0,-15,254
0,60,-383
1,886,727
1,688,556
1,1030,539
1,15,-254
1,-60,383
0,-2559,-1951
1,2559,1951
1,1061,150
1,264,856
1,941,566
1,663,-42
1,683,889
0,-1061,-150
0,-264,-856
0,-941,-566
0,-663,42
0,-683,-889
1,3612,2419
0,-3612,-2419
0,-462,-722
0,-1013,-1650
0,665,931
0,-645,-622
0,827,495
1,462,722
1,1013,1650
1,-665,-931
1,645,622
1,-827,-495
0,-628,-1568
1,628,1568
1,654,560
1,728,1001
1,-225,-652
1,-232,-560
1,-342,206
0,-654,-560
0,-728,-1001
0,225,652
0,232,560
0,342,-206
1,583,555
0,-583,-555
0,-1195,-1394
0,353,906
0,-599,-264
0,1827,829
0,749,-324
1,1195,1394
1,-353,-906
1,599,264
1,-1827,-829
1,-749,324
0,1135,-247
1,-1135,247
0,144,104
0,-218,411
0,-1079,-888
0,-1032,60
0,-608,-750
1,-144,-104
1,218,-411
1,1079,888
1,1032,-60
1,608,750
0,-2793,-1063
1,2793,1063
0,-293,956
0,-880,-992
0,-1813,-1321
0,208,352
0,947,69
1,293,-956
1,880,992
1,1813,1321
1,-208,-352
1,-947,-69
0,-1831,-936
1,1831,936
0,1328,1377
0,1039,1320
0,-972,-627
0,498,-697
0,293,-181
1,-1328,-1377
1,-1039,-1320
1,972,627
1,-498,697
1,-293,181
0,2186,1192
1,-2186,-1192
0,477,-504
0,-14,-169
0,343,297
0,-1930,-455
0,-705,-902
1,-477,504
1,14,169
1,-343,-297
1,1930,455
1,705,902
0,-1829,-1733
1,1829,1733
0,-586,-710
0,-70,61
0,-690,-599
0,-3305,-1475
0,-829,-1267
1,586,710
1,70,-61
1,690,599
1,3305,1475
1,829,1267
0,-5480,-3990
1,5480,3990
0,1555,561
0,598,826
0,666,652
0,144,70
0,-128,-532
1,-1555,-561
1,-598,-826
1,-666,-652
1,-144,-70
1,128,532
0,2835,1577
1,-2835,-1577
1,3461,1924
1,1744,1611
1,2964,1426
1,-372,1281
1,382,432
0,-3461,-1924
0,-1744,-1611
0,-2964,-1426
0,372,-1281
0,-382,-432
1,8179,6674
0,-8179,-6674
0,98,-672
0,-1747,-1163
0,-568,-1482
0,-951,-440
0,-199,-369
1,-98,672
1,1747,1163
1,568,1482
1,951,440
1,199,369
0,-3367,-4126
1,3367,4126
1,2921,1800
1,687,1355
1,-287,-1007
1,100,123
1,170,-342
0,-2921,-1800
0,-687,-1355
0,287,1007
0,-100,-123
0,-170,342
1,3591,1929
0,-3591,-1929
0,-889,-715
0,-323,-367
0,-820,-127
0,-156,-286
0,-93,120
1,889,715
1,323,367
1,820,127
1,156,286
1,93,-120
0,-2281,-1375
1,2281,1375
0,-304,-271
0,-853,-917
0,-3009,-1791
0,-695,-1284
0,-642,-956
1,304,271
1,853,917
1,3009,1791
1,695,1284
1,642,956
0,-5503,-5219
1,5503,5219
1,1571,327
1,671,978
1,493,-824
1,-21,372
1,306,-214
0,-1571,-327
0,-671,-978
0,-493,824
0,21,-372
0,-306,214
1,3020,639
0,-3020,-639
0,-578,-1476
0,-191,-653
0,-1598,-597
0,-2197,-1460
0,-277,371
1,578,1476
1,191,653
1,1598,597
1,2197,1460
1,277,-371
0,-4841,-3815
1,4841,3815
0,801,18
0,-379,-596
0,155,54
0,-502,-311
0,-496,-920
1,-801,-18
1,379,596
1,-155,-54
1,502,311
1,496,920
0,-421,-1755
1,421,1755
1,-471,461
1,-387,-29
1,-40,-363
1,92,-724
1,-79,570
0,471,-461
0,387,29
0,40,363
0,-92,724
0,79,-570
1,-885,-85
0,885,85
1,-151,145
1,634,316
1,26,-1059
1,-304,-746
1,445,894
0,151,-145
0,-634,-316
0,-26,1059
0,304,746
0,-445,-894
1,650,-450
0,-650,450
1,-743,24
1,-369,-156
1,-13,1039
1,2406,1487
1,-25,127
0,743,-24
0,369,156
0,13,-1039
0,-2406,-1487
0,25,-127
1,1256,2521
0,-1256,-2521
1,10,-425
1,292,108
1,-641,-506
1,443,319
1,-205,-423
0,-10,425
0,-292,-108
0,641,506
0,-443,-319
0,205,423
1,-101,-927
0,101,927
0,414,63
0,739,1089
0,-338,-691
0,277,349
0,548,-483
1,-414,-63
1,-739,-1089
1,338,691
1,-277,-349
1,-548,483
0,1640,327
1,-1640,-327
1,-1519,-1506
1,439,419
1,-435,-329
1,185,-164
1,381,298
0,1519,1506
0,-439,-419
0,435,329
0,-185,164
0,-381,-298
1,-949,-1282
0,949,1282
0,379,471
0,494,305
0,495,-241
0,-654,-36
0,-714,-381
1,-379,-471
1,-494,-305
1,-495,241
1,654,36
1,714,381
0,0,118
1,0,-118
1,1840,1031
1,1424,1779
1,143,-117
1,875,-133
1,155,230
0,-1840,-1031
0,-1424,-1779
0,-143,117
0,-875,133
0,-155,-230
1,4437,2790
0,-4437,-2790
1,-863,150
1,204,-193
1,157,202
1,-876,-1389
1,-364,-212
0,863,-150
0,-204,193
0,-157,-202
0,876,1389
0,364,212
1,-1742,-1442
0,1742,1442
0,-2741,-1351
0,-1189,-1698
0,-1393,-456
0,-1924,-141
0,16,-614
1,2741,1351
1,1189,1698
1,1393,456
1,1924,141
1,-16,614
0,-7231,-4260
1,7231,4260
1,1577,1244
1,946,185
1,-128,-380
1,-266,-835
1,-89,-85
0,-1577,-1244
0,-946,-185
0,128,380
0,266,835
0,89,85
1,2040,129
0,-2040,-129
1,168,338
1,1294,1769
1,918,633
1,2587,1341
1,1423,1555
0,-168,-338
0,-1294,-1769
0,-918,-633
0,-2587,-1341
0,-1423,-1555
1,6390,5636
0,-6390,-5636
1,731,-64
1,386,379
1,233,327
1,1036,-170
1,554,397
0,-731,64
0,-386,-379
0,-233,-327
0,-1036,170
0,-554,-397
1,2940,869
0,-2940,-869
1,-1081,35
1,747,1604
1,-408,-428
1,2115,14
1,537,1297
0,1081,-35
0,-747,-1604
0,408,428
0,-2115,-14
0,-537,-1297
1,1910,2522
0,-1910,-2522
1,1045,816
1,998,111
1,458,684
1,1906,368
1,504,673
0,-1045,-816
0,-998,-111
0,-458,-684
0,-1906,-368
0,-504,-673
1,4911,2652
0,-4911,-2652
0,-1440,-987
0,-953,-815
0,-952,-751
0,-1481,-1375
0,-276,288
1,1440,987
1,953,815
1,952,751
1,1481,1375
1,276,-288
0,-5102,-3640
1,5102,3640
0,-983,-620
0,971,751
0,-221,594
0,-361,-152
0,-1,-459
1,983,620
1,-971,-751
1,221,-594
1,361,152
1,1,459
0,-595,114
1,595,-114
0,1213,321
0,-120,-701
0,-874,-973
0,332,668
0,230,-422
1,-1213,-321
1,120,701
1,874,973
1,-332,-668
1,-230,422
0,781,-1107
1,-781,1107
0,-563,-291
0,-188,-456
0,377,-178
0,529,-385
0,-296,-192
1,563,291
1,188,456
1,-377,178
1,-529,385
1,296,192
0,-141,-1502
1,141,1502
0,502,309
0,-204,434
0,-207,-350
0,-1142,-1236
0,-213,-122
1,-502,-309
1,204,-434
1,207,350
1,1142,1236
1,213,122
0,-1264,-965
1,1264,965
0,422,-379
0,-13,-1394
0,-767,35
0,-78,-193
0,569,-603
1,-422,379
1,13,1394
1,767,-35
1,78,193
1,-569,603
0,133,-2534
1,-133,2534
1,323,350
1,99,532
1,1180,1464
1,320,-311
1,47,465
0,-323,-350
0,-99,-532
0,-1180,-1464
0,-320,311
0,-47,-465
1,1969,2500
0,-1969,-2500
1,254,-50
1,39,371
1,537,-878
1,-973,-151
1,-146,-440
0,-254,50
0,-39,-371
0,-537,878
0,973,151
0,146,440
1,-289,-1148
0,289,1148
0,-1306,-1375
0,943,1374
0,-202,-768
0,850,-1377
0,25,678
1,1306,1375
1,-943,-1374
1,202,768
1,-850,1377
1,-25,-678
0,310,-1468
1,-310,1468
1,1842,731
1,718,1447
1,1486,800
1,884,222
1,490,411
0,-1842,-731
0,-718,-1447
0,-1486,-800
0,-884,-222
0,-490,-411
1,5420,3611
0,-5420,-3611
1,-447,-1001
1,236,-90
1,917,702
1,-47,151
1,149,-57
0,447,1001
0,-236,90
0,-917,-702
0,47,-151
0,-149,57
1,808,-295
0,-808,295
0,407,31
0,48,-287
0,358,343
0,-737,-660
0,-920,-801
1,-407,-31
1,-48,287
1,-358,-343
1,737,660
1,920,801
0,-844,-1374
1,844,1374
1,313,-1305
1,164,-5
1,-275,27
1,-12,-566
1,-55,-203
0,-313,1305
0,-164,5
0,275,-27
0,12,566
0,55,203
1,135,-2052
0,-135,2052
1,1444,1510
1,954,526
1,663,103
1,1545,1306
1,538,414
0,-1444,-1510
0,-954,-526
0,-663,-103
0,-1545,-1306
0,-538,-414
1,5144,3859
0,-5144,-3859
0,-148,819
0,-2,-1
0,575,68
0,-388,-287
0,86,444
1,148,-819
1,2,1
1,-575,-68
1,388,287
1,-86,-444
0,123,1043
1,-123,-1043
0,176,1109
0,-841,-510
0,-456,169
0,-738,-813
0,-1136,-787
1,-176,-1109
1,841,510
1,456,-169
1,738,813
1,1136,787
0,-2995,-832
1,2995,832
1,-674,248
1,-1082,-762
1,310,725
1,-530,428
1,-587,-307
0,674,-248
0,1082,762
0,-310,-725
0,530,-428
0,587,307
1,-2563,332
0,2563,-332
0,-324,-332
0,-424,150
0,1028,1035
0,-2443,-1203
0,-751,-1287
1,324,332
1,424,-150
1,-1028,-1035
1,2443,1203
1,751,1287
0,-2914,-1637
1,2914,1637
0,743,167
0,326,-98
0,-1410,-808
0,-581,-630
0,90,-466
1,-743,-167
1,-326,98
1,1410,808
1,581,630
1,-90,466
0,-832,-1835
1,832,1835
1,623,433
1,824,550
1,514,-387
1,871,-221
1,154,153
0,-623,-433
0,-824,-550
0,-514,387
0,-871,221
0,-154,-153
1,2986,528
0,-2986,-528
0,112,311
0,-110,-5
0,51,-1091
0,-656,-362
0,-784,-699
1,-112,-311
1,110,5
1,-51,1091
1,656,362
1,784,699
0,-1387,-1846
1,1387,1846
1,1618,287
1,1440,1080
1,401,-52
1,-640,-306
1,-317,184
0,-1618,-287
0,-1440,-1080
0,-401,52
0,640,306
0,317,-184
1,2502,1193
0,-2502,-1193
0,-954,-455
0,-533,245
0,-1640,-2455
0,-1753,-33
0,-564,-118
1,954,455
1,533,-245
1,1640,2455
1,1753,33
1,564,118
0,-5444,-2816
1,5444,2816
1,176,-336
1,-363,157
1,370,789
1,493,946
1,77,893
0,-176,336
0,363,-157
0,-370,-789
0,-493,-946
0,-77,-893
1,753,2449
0,-753,-2449
1,131,-365
1,294,-198
1,1163,392
1,36,704
1,124,-428
0,-131,365
0,-294,198
0,-1163,-392
0,-36,-704
0,-124,428
1,1748,105
0,-1748,-105
1,-1009,-343
1,-1149,-829
1,-680,-444
1,777,554
1,703,801
0,1009,343
0,1149,829
0,680,444
0,-777,-554
0,-703,-801
1,-1358,-261
0,1358,261
1,-603,710
1,-1156,81
1,1487,1049
1,-1432,-1541
1,-699,-369
0,603,-710
0,1156,-81
0,-1487,-1049
0,1432,1541
0,699,369
